http://129.128.185.122/drugbank2/drugs/,DRUG,DRUG
http://bio2rdf.org/cas,CAS,EXT_REF
http://bio2rdf.org/chebi,CHEBI,EXT_REF
http://bio2rdf.org/cpd,CPD,EXT_REF
http://bio2rdf.org/hgnc,HGNC,EXT_REF
http://bio2rdf.org/kegg,KEGG,EXT_REF
http://bio2rdf.org/pdb,PDB,EXT_REF
http://bio2rdf.org/pfam,PFAM,EXT_REF
http://bio2rdf.org/pubmed,PUBMED,EXT_REF
http://bio2rdf.org/uniprot,UNIPROT,EXT_REF
http://data.linkedct.org/resource/intervention/,INTERVENTION,INTERVENTION
http://dbpedia.org/ontology/,ONTOLOGY,EXT_REF
http://dbpedia.org/page/,DBPEDIA_REF,EXT_REF
http://dbpedia.org/resource/,DBPEDIA_REF,EXT_REF
http://en.wikipedia.org/wiki/,WIKI_REF,EXT_REF
http://pfam.sanger.ac.uk/,PFAM,EXT_REF
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/gene/,GENE,GENE
http://purl.org/net/tcm/tcm.lifescience.ntu.edu.tw/id/medicine,DRUG,DRUG
http://symbol.bio2rdf.org/symbol,HGNC,EXT_REF
http://www.dbpedia.org/resource/,DBPEDIA_REF,EXT_REF
http://www.drugbank.ca/drugs/,DRUG,DRUG
http://www.genenames.org/data/hgnc_data.php,HGNC,DRUG
http://www.ncbi.nlm.nih.gov/entrez/,PROTEIN,PROTEIN
http://www.ncbi.nlm.nih.gov/pubmed/,PUBMED,EXT_REF
http://www.pdb.org/pdb/explore/,STRUCTURE,EXT_REF
http://www.pdrhealth.com/,PDR_REF,EXT_REF
http://www.rxlist.com/,RX_REF,EXT_REF
http://www.uniprot.org/,UNIPROT,EXT_REF
http://www.w3.org/,W3_REF,EXT_REF
http://www4.wiwiss.fu-berlin.de/dailymed/resource/drugs/,DRUG,DRUG
http://www4.wiwiss.fu-berlin.de/diseasome/resource/diseases/,DISEASE,DISEASE
http://www4.wiwiss.fu-berlin.de/diseasome/resource/diseasome/hgncId,HGNC,DB_REF
http://www4.wiwiss.fu-berlin.de/drugbank/resource/dosageforms/,DOSAGE_FORM,DOSAGE_FORM
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drug_interactions/,DRUG_INTERACTION,DRUG_INTERACTION
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/,DB_REF,DB_REF
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugcategory/,DRUG_CATEGORY,DRUG_CATEGORY
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/,DRUG,DRUG
http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugtype/,DRUG_TYPE,DRUG_TYPE
http://www4.wiwiss.fu-berlin.de/drugbank/resource/enzymes/,ENZYME,ENZYME
http://www4.wiwiss.fu-berlin.de/drugbank/resource/references/,DRUGBANK_REF,DB_REF
http://www4.wiwiss.fu-berlin.de/drugbank/resource/targets/,TARGET,TARGET
http://www4.wiwiss.fu-berlin.de/drugbank/vocab/resource/class/,DRUGBANK_REF,DB_REF
http://www4.wiwiss.fu-berlin.de/sider/resource/drugs/,DRUG,DRUG
http://xmlns.com/foaf/0.1/,FOAF_REF,EXT_REF
